Timestamp	LeftEyePosition3D.x	LeftEyePosition3D.y	LeftEyePosition3D.z	LeftEyePosition3DRelative.x	LeftEyePosition3DRelative.y	LeftEyePosition3DRelative.z	LeftGazePoint2D.x	LeftGazePoint2D.y	LeftGazePoint3D.x	LeftGazePoint3D.y	LeftGazePoint3D.z	LeftPupil	LeftValidity	RightEyePosition3D.x	RightEyePosition3D.y	RightEyePosition3D.z	RightEyePosition3DRelative.x	RightEyePosition3DRelative.y	RightEyePosition3DRelative.z	RightGazePoint2D.x	RightGazePoint2D.y	RightGazePoint3D.x	RightGazePoint3D.y	RightGazePoint3D.z	RightPupil	RightValidity	Vergence	FixationDist	EventTimeStamp	EventName	EventType	EventId	Code
383.1	-35.5870	8.2000	579.5508	0.7257	0.4617	0.4318	0.5872	0.3250	31.8138	280.2402	39.8798	4.6007	0	26.9853	7.6419	582.8025	0.3934	0.4651	0.4427	0.6610	0.3877	58.7620	265.3189	31.2650	4.6070	0	3.4472	0.9930	96497.7840534	TrialEvent	2 END	96490.689	-8
391.4	-35.5846	8.2041	579.5493	0.7256	0.4617	0.4318	0.5883	0.3236	32.2355	280.5878	40.0805	4.5914	0	26.9836	7.6462	582.7860	0.3934	0.4651	0.4426	0.6601	0.3905	58.4233	264.6435	30.8750	4.6133	0	3.5075	0.9759	-	-	-	-	-
399.7	-35.5814	8.2076	579.5380	0.7256	0.4617	0.4318	0.5885	0.3245	32.3051	280.3686	39.9539	4.5897	0	26.9861	7.6477	582.7862	0.3934	0.4650	0.4426	0.6614	0.3868	58.8930	265.5382	31.3916	4.6163	0	3.4756	0.9849	-	-	-	-	-
408.0	-35.5805	8.2103	579.5404	0.7256	0.4617	0.4318	0.5899	0.3259	32.8222	280.0423	39.7655	4.5982	0	26.9903	7.6446	582.7944	0.3934	0.4651	0.4426	0.6599	0.3860	58.3561	265.7322	31.5036	4.6220	0	3.5591	0.9617	-	-	-	-	-
416.4	-35.5730	8.2157	579.6065	0.7256	0.4617	0.4320	0.5838	0.3258	30.5926	280.0670	39.7798	4.5903	0	26.9971	7.6440	582.8066	0.3933	0.4651	0.4427	0.6584	0.3876	57.8217	265.3287	31.2707	4.6212	0	3.4256	0.9995	-	-	-	-	-
424.6	-35.5571	8.2232	579.6639	0.7254	0.4616	0.4322	0.5801	0.3242	29.2458	280.4375	39.9937	4.5836	0	27.0039	7.6467	582.8357	0.3933	0.4651	0.4428	0.6636	0.3891	59.7283	264.9717	31.0646	4.6217	0	3.1675	1.0809	-	-	-	-	-
433.0	-35.5464	8.2264	579.6114	0.7254	0.4616	0.4320	0.5784	0.3255	28.6018	280.1196	39.8102	4.5799	0	27.0146	7.6437	582.8810	0.3933	0.4651	0.4429	0.6619	0.3864	59.0907	265.6232	31.4407	4.6161	0	3.1674	1.0811	-	-	-	-	-
441.2	-35.5432	8.2286	579.5698	0.7254	0.4616	0.4319	0.5790	0.3273	28.8407	279.6997	39.5678	4.5771	0	27.0286	7.6419	582.9165	0.3932	0.4651	0.4431	0.6630	0.3875	59.4780	265.3604	31.2890	4.6055	0	3.1554	1.0851	-	-	-	-	-
449.7	-35.5406	8.2295	579.5785	0.7254	0.4616	0.4319	0.5798	0.3231	29.1161	280.6900	40.1395	4.5664	0	27.0312	7.6426	582.8842	0.3932	0.4651	0.4429	0.6596	0.3884	58.2470	265.1410	31.1623	4.6052	0	3.2751	1.0455	-	-	-	-	-
458.0	-35.5396	8.2291	579.5924	0.7254	0.4616	0.4320	0.5785	0.3249	28.6477	280.2649	39.8941	4.5638	0	27.0252	7.6437	582.8839	0.3932	0.4651	0.4429	0.6573	0.3840	57.4304	266.2066	31.7775	4.5866	0	3.3031	1.0368	-	-	-	-	-
